"nummer";"gruppe";"foodgroup";"custom_groups";"brand_group_stem";"brand_specific_stem";"generic_specific_stem";"generic_group_stem";"generic_type_stem";"generic_taste_stem";"specific_taste_stem";"processing_stem";"priority";"eco_stem";"light_stem";"unit";"lower_percent_match";"upper_percent_match";"price";"amount";"sum";"foodex2code";"fødevarenavn";"fødevaregruppe";"foodname";"foodgroup_eng";"foodgroupid";"energy_kj";"energy_kcal";"protein";"protein_from_amino_acids";"protein_labeling";"carbohydrate_by_difference";"available_carbohydrates";"available_carbohydrate_labelling";"dietary_fibre";"fat";"alcohol";"salt_labelling";"ash";"dry_matter";"water";"vitamin_a";"retinol";"beta_carotene";"vitamin_d";"vitamin_d3";"vitamin_d2";"25_hydroxy_vitamin_d3_";"25_hydroxy_vitamin_d2";"vitamin_e";"alpha_tocopherol";"beta_tocopherol";"gamma_tocopherol";"delta_tocopherol";"alpha_tocotrienol";"vitamin_k1";"thiamin_vitamin_b1_";"thiamine";"2_1_hydroxyethyl_thiamine";"riboflavin_vitamin_b2_";"niacin_equivalent";"niacin";"vitamin_b6";"pantothenic_acid";"biotin";"folate";"folate_free";"vitamin_b12";"vitamin_c";"ascorbic_acid";"dehydroascorbic_acid";"sodium";"potassium";"calcium";"magnesium";"rubidium";"iron";"copper";"zinc";"manganese";"chromium";"molybdenum";"cobalt";"selenium";"aluminum";"silicon";"boron";"phosphorus";"fluorine";"chloride";"bromine";"iodine";"sulfur";"nickel";"mercury";"arsenic";"cadmium";"lead";"tin";"fructose";"galactose";"glucose";"sum_monosaccharides";"lactose";"maltose";"sucrose";"sum_disaccharides";"maltotriose";"raffinose";"sum_sugars";"added_sugar";"free_sugars";"sorbitol";"mannitol";"inositol";"maltitol";"sum_sugar_alcohols";"starch";"cellulose";"lignin";"insoluble_dietary_fibers";"high_molecular_weight_soluble_dietary_fibre_";"low_molecular_weight_soluble_dietary_fibre_";"crude_fibre";"neutral_detergent_fibre";"l_lactic_acid";"d_lactic_acid";"lactic_acid";"citric_acid";"oxalic_acid";"malic_acid";"acetic_acid";"propionic_acid";"benzoic_acid";"sum_organic_acids";"c4_0";"c6_0";"c8_0";"c10_0";"c12_0";"c13_0";"c14_0";"c15_0";"c16_0";"c17_0";"c18_0";"c20_0";"c21_0";"c22_0";"c23_0";"c24_0";"c12_1_n_1";"c14_1_n_5";"c15_1_n_5";"c16_1_n_7";"c17_1_n_7";"c18_1_n_7";"c18_1_n_9";"c18_1_n_12";"c20_1_n_9";"c20_1_n_11";"c20_1_n_15";"c22_1_n_9";"c22_1_n_11";"c24_1_n_9";"c14_1_n_5_trans";"c16_1_n_7_trans";"c18_1_trans";"c20_1_trans";"c22_1_trans";"c18_2_n_6";"c18_2_conjugated";"c18_3_n_3";"c18_3_n_6";"c18_4_n_3";"c20_2_n_6";"c20_3_n_3";"c20_3_n_6";"c20_4_n_3";"c20_4_n_6";"c20_5_n_3";"c22_2_n_6";"c22_3_n_3";"c22_4_n_6";"c22_5_n_3";"c22_5_n_6";"c22_6_n_3";"c18_2_trans";"other_fatty_acids";"sum_saturated_fatty_acids";"sum_monounsaturated_fatty_acids";"sum_polyunsaturated_fatty_acids";"sum_trans_fatty_acids";"sum_fatty_acids_below_the_detection_limit";"sum_fatty_acids";"sum_n_3_fatty_acids";"sum_n_6_fatty_acids";"cholesterol";"nitrogen";"isoleucine";"leucine";"lysine";"methionine";"cystine";"phenylalanine";"tyrosine";"threonine";"tryptophan";"valine";"arginine";"histidine";"alanine";"aspartic_acid";"glutamic_acid";"glycine";"proline";"serine";"hydroxyproline";"ornithine";"histamine";"serotonin";"tyramine";"phenylethylamine";"putrescine";"cadaverine";"spermine";"spermidine";"sum_biogenic_amines";"waste";"nitrogen_conversion_factor";"fatty_acid_conversion_factor";"density";"match_score";"itemname";"itemnumber";"name";"total_items";"frida_name";"navn"
"1318";"fast_loebeost";"13";"cheese";"salling|vores|egelykke";"empty";"samsoe";"empty";"empty";"empty";"empty";"empty";"1";"empty";"empty";"empty";"20";"37";"empty";"empty";"empty";"a02sv#f07.a073e";"samsoe, 30+";"fast loebeost";"cheese, firm, samsoe, 30 % fidm.";"firm rennet cheese";"13";"1165.1";"279.2";"30.10084";"26.5371848";"29.4875";"0.99916";"0.99916";"0.05";"0";"17.2";"0";"1.5425";"3.3";"51.6";"48.4";"152.3333333";"146";"76";"0.19";"0.19";NA;NA;NA;"0.44";"0.44";NA;NA;NA;NA;"0";"0.055";NA;NA;"0.325";"7.019733333";"0.1";"0.09";"0.34";"1.5";"60";"1";"1.52";"0";"0";NA;"617";"80.8";"1050";"32.3";NA;"0.19";"0.086";"4.5";"0.059";"0.25";"6";"1";"10";NA;NA;NA;"620";NA;"953";NA;"13.8";NA;"1.358";"0.06";"1";"0.01";"0.45";NA;NA;NA;NA;NA;"0.05";NA;NA;"0.05";NA;NA;"0.05";"0";"0";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.589782288";"0.369863469";"0.239911439";"0.539800738";"0.669752768";NA;"1.899298893";NA;"5.088121771";NA;"1.739357934";NA;NA;NA;NA;NA;NA;"0.239911439";NA;"0.369863469";NA;NA;"3.818590406";NA;NA;"0.199926199";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.359867159";NA;"0.12995203";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"11.1358893";"4.628291513";"0.489819188";NA;NA;"16.254";"0.12995203";"0.359867159";"57.728";"4.718";"1651.3";"2783.62";"2406.18";"849.24";"108.514";"1556.94";"1651.3";"1037.96";"415.184";"2028.74";"943.6";"849.24";"943.6";"2123.1";"5897.5";"613.34";"3161.06";"1698.48";NA;NA;"3.5";"0";NA;NA;NA;NA;NA;NA;"3.5";"0";"6.38";"0.945";NA;5.1;"egelykke anna mild";"05711953100116";"egelykke anna mild";3;"samsoe, 30+";"samsoe, 30+"
"33";"usyrnede_maelkeprodukter";"4";"milk products";"egelykk|arla|thise";"empty";"m(ae|e|i)lk";"let\b|\blet";"empty";"empty";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a02lz#f07.a06za$f28.a07hv";"letmaelk, konventionel (ikke-oekologisk)";"usyrnede maelkeprodukter";"milk, partly skimmed, konventional (not organic), 1.5 % fat";"unfermented milk products";"4";"199.954747";"47.50525933";"3.509448594";"3.161911849";"3.437939453";"4.830776873";"4.830776873";"4.712972973";"0";"1.593484163";"0";"0.10761194";"0.751037037";"10.68474667";"89.31525333";"14.11222222";"13.52888889";"7";"0.0088";"0.004625";NA;"0.004175";NA;"0.03";"0.03";NA;NA;NA;NA;"0";"0.046333333";NA;NA;"0.17421875";"0.883234115";"0.0948";"0.0492";"0.376666667";"2.1";"11.5";NA;"0.438";"1.3";"1.3";NA;"43.04477612";"152.9850746";"121.3134328";"11.75373134";NA;"0.029";"0.009666667";"0.412666667";"0.002";"0.123333333";"5";NA;"1.538461538";NA;NA;NA;"95.71428571";NA;"95.52888889";NA;"10.2";NA;"0.623846154";"0.03";"0.3";"0.002";"0.089";NA;"0";"0";"0";"0";"4.712972973";"0";"0";"4.712972973";NA;NA;"4.712972973";"0";"0";NA;NA;NA;NA;NA;"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;"0.197";NA;NA;NA;NA;"0.15";"0.197";"0.061150966";"0.042041289";"0.022931612";"0.045863224";"0.04968516";NA;"0.15669935";"0.011465806";"0.428056761";NA;"0.171987091";NA;NA;NA;NA;NA;NA;"0.011465806";NA;"0.022931612";NA;"0.011465806";"0.328686441";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.064972901";NA;NA;"0.026753548";"0.011465806";"0.011465806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.011465806";"0.015287741";"0.98988126";"0.374549666";"0.04968516";"0.076438707";NA;"1.505842534";"0.011465806";"0.026753548";"7.162888688";"0.550070313";"203.5260156";"335.5428906";"313.5400781";"88.01125";"26.95344531";"176.0225";"148.5189844";"148.5189844";"47.30604688";"242.0309375";"121.0154688";"99.01265625";"115.5147656";"286.0365625";"698.5892969";"71.50914063";"341.0435938";"198.0253125";NA;NA;"0.01";"0.03";"0";NA;NA;NA;NA;NA;"0.04";"0";"6.38";"0.945";"1.034";3.1;"oeko loegismose let 1l";"05710328002239";"oeko let 1l";3;"letmaelk, konventionel (ikke-oekologisk)";"letmaelk, konventionel (ikke-oekologisk)"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"s";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.2;"orient shrimp salad";"08718477020675";"orient shrimp salad";3;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"33";"usyrnede_maelkeprodukter";"4";"milk products";"egelykk|arla|thise";"empty";"m(ae|e|i)lk";"let\b|\blet";"empty";"empty";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a02lz#f07.a06za$f28.a07hv";"letmaelk, konventionel (ikke-oekologisk)";"usyrnede maelkeprodukter";"milk, partly skimmed, konventional (not organic), 1.5 % fat";"unfermented milk products";"4";"199.954747";"47.50525933";"3.509448594";"3.161911849";"3.437939453";"4.830776873";"4.830776873";"4.712972973";"0";"1.593484163";"0";"0.10761194";"0.751037037";"10.68474667";"89.31525333";"14.11222222";"13.52888889";"7";"0.0088";"0.004625";NA;"0.004175";NA;"0.03";"0.03";NA;NA;NA;NA;"0";"0.046333333";NA;NA;"0.17421875";"0.883234115";"0.0948";"0.0492";"0.376666667";"2.1";"11.5";NA;"0.438";"1.3";"1.3";NA;"43.04477612";"152.9850746";"121.3134328";"11.75373134";NA;"0.029";"0.009666667";"0.412666667";"0.002";"0.123333333";"5";NA;"1.538461538";NA;NA;NA;"95.71428571";NA;"95.52888889";NA;"10.2";NA;"0.623846154";"0.03";"0.3";"0.002";"0.089";NA;"0";"0";"0";"0";"4.712972973";"0";"0";"4.712972973";NA;NA;"4.712972973";"0";"0";NA;NA;NA;NA;NA;"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;"0.197";NA;NA;NA;NA;"0.15";"0.197";"0.061150966";"0.042041289";"0.022931612";"0.045863224";"0.04968516";NA;"0.15669935";"0.011465806";"0.428056761";NA;"0.171987091";NA;NA;NA;NA;NA;NA;"0.011465806";NA;"0.022931612";NA;"0.011465806";"0.328686441";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.064972901";NA;NA;"0.026753548";"0.011465806";"0.011465806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.011465806";"0.015287741";"0.98988126";"0.374549666";"0.04968516";"0.076438707";NA;"1.505842534";"0.011465806";"0.026753548";"7.162888688";"0.550070313";"203.5260156";"335.5428906";"313.5400781";"88.01125";"26.95344531";"176.0225";"148.5189844";"148.5189844";"47.30604688";"242.0309375";"121.0154688";"99.01265625";"115.5147656";"286.0365625";"698.5892969";"71.50914063";"341.0435938";"198.0253125";NA;NA;"0.01";"0.03";"0";NA;NA;NA;NA;NA;"0.04";"0";"6.38";"0.945";"1.034";3.1;"pileflet rustik 120x";"00041909016936";"pileflet rustik";3;"letmaelk, konventionel (ikke-oekologisk)";"letmaelk, konventionel (ikke-oekologisk)"
"10050";"tobak";"empty";"tobacco and nicotine gum";"empty";"\bjps\b|marlboro|\bkings|prince|skjold|viking|pall( |)mall|winston|cecil|chesterfield|jps( |)red|ld( |)red|la( |)blue|\bcamel\b";"cigaret";"empty";"\b(red|roed|original|sp|hp|soft|one|100)\b";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"rema 1000 soft t";"05705830355379";"rema soft t";3;"cigaretter";"cigaretter"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"variera skuffunderla";"00000080012853";"variera skuffunderla";3;"gedeost, fast, 45+";"gedeost, fast, 45+"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"l";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.2;"alfheim grendel";"05714370003817";"alfheim grendel";2;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"1625";"sandwiches";"131";"ready meals";"empty";"empty";"\bsandw(|ich)|sandw(|ich)\b";"aeg\b|\baeg|rejer";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"null";"sandwich med aeg / rejer, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"sandwich with eggs / shrimp, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"781.2775";"185.82";"7.75";NA;"7.75";"25.6375";"24.0975";"24.0975";"1.54";"6.15";"0";"1.06375";"1.5125";"41.05";"58.95";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.115";NA;NA;"0.09925";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"425.5";"136";"30.65";"16.4";NA;"0.7825";"0.086";"0.625";"0.2955";NA;NA;NA;NA;NA;NA;NA;"91.75";NA;"681.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.0205";"0";"0.77";"0";"0.24725";"0";NA;"0";NA;"0";NA;"0";NA;"0.0685";"0";"0.14925";"2.5275";NA;"0";"0.05825";NA;"0.008";"0";"0";NA;"0";"0";"0";"0";"1.1975";"0";"0.3575";"0.00825";"0";"0";NA;NA;"0";"0.024";"0";NA;NA;NA;"0";NA;"0.019";"0";"0";"1.03775";"2.8115";"1.60625";"0";NA;"5.4555";"0.3765";"1.22975";NA;"1.24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.887073171";NA;3;"ammeindlaeg";"05705830356123";"ammeindlaeg";2;"sandwich med aeg / rejer, salat og dressing, fastfood";"sandwich med aeg / rejer, salat og dressing, fastfood"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"s";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.2;"antagen opvboers fors";"00000020233961";"antagen opvboers fors";2;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.2;"biksemad";"05707196079357";"biksemad";2;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
